,State,Job,Companies,Location,Summary,Salary,Links,Post_Date
266, Karnataka,Senior Quantitative Analytics Specialist,Wells Fargo,"Bengaluru, Karnataka","Role would require working closely with data engineers, BI and UI specialists to deliver top notch analytical solution for the bank.",No Salary,/rc/clk?jk=850eceb73a4444c1&fccid=78bbcd26e39621f5&vjs=3,08-23-2022
267,India,Data Scientist/Senior Data Scientist - Industrial Product/BF...,ZigUp,India,Manage and guide data science and data engineering elements of AI projects. Candidate should be expert in handling various data types and structures: structured…,No Salary,/rc/clk?jk=81a264a6c28e66a1&fccid=ce6cd235b9f7009e&vjs=3,08-23-2022
268, Maharashtra,Senior Audit Executive - analytics,ZigUp,"Pune, Maharashtra","Experience in designing and implementing advanced data analytics solutions adopting data science techniques; Develop their knowledge of data sources, structures…",No Salary,/rc/clk?jk=4d6fc4c679549bc9&fccid=ce6cd235b9f7009e&vjs=3,08-23-2022
269, Maharashtra,Senior Audit Executive - analytics,ZigUp,"Pune, Maharashtra","Experience in designing and implementing advanced data analytics solutions adopting data science techniques; Develop their knowledge of data sources, structures…",No Salary,/rc/clk?jk=4d6fc4c679549bc9&fccid=ce6cd235b9f7009e&vjs=3,08-23-2022
270,Remote,Data Science Intern,Happymonk Technology Pvt Ltd,Remote,"Analyze data for trends and patterns, and Interpret data with a clear objective in mind. Devise and utilize algorithms and models to mine big data stores,…","₹5,000 a month",/company/Happymonk-Technology-Pvt-Ltd/jobs/Data-Science-Intern-526584d98af0a941?fccid=6ab836ced2b551d5&vjs=3,08-24-2022
271, Uttar Pradesh,Senior Data Scientist,.Kreate,"Ghaziabad, Uttar Pradesh",Work on weather data sources. Study Current status of Statistics/Machine learning algorithms for RE forecasting. Error analysis and review the R Code.,"₹30,00,000 a year",/company/Kreate-Technologies/jobs/Senior-Data-Scientist-6ab8140dd16f8076?fccid=ee16240f568d83f9&vjs=3,08-25-2022
272, Goa,Hiring Data Scientist at Elixir AI,Intelliveiw,"Verna, Goa","Ability to handle large data sets and proven ability to align business strategies. Hands on experience on Analytical tools like Power BI, Tableau, R, Python.","₹1,40,000 - ₹2,00,000 a year",/company/Intelliveiw/jobs/Data-Scientist-At-Elixir-Ai-09cadbe88a365362?fccid=7223d013b4abfe13&vjs=3,08-23-2022
273, Goa,Hiring for Data Scientist in Goa - Elixir AI,Intelliveiw,"Verna, Goa","Ability to handle large data sets and proven ability to align business strategies. Hands on experience on Analytical tools like Power BI, Tableau, R, Python.","₹1,44,000 - ₹2,00,000 a year",/company/Intelliveiw/jobs/Data-Scientist-Goa-9b7a7a821557e44b?fccid=7223d013b4abfe13&vjs=3,08-23-2022
274, Haryana,Data Scientist,Numero Mobile Pvt Ltd,"Gurgaon, Haryana",> Should have intermediary knowledge of MS Excel. > Good at spoken and written English. > Social Media Knowledge - Since the profile would also include…,"₹2,40,000 - ₹3,00,000 a year",/company/Numero-Mobile-Pvt-Ltd/jobs/Data-Scientist-13a21c1c390a1f26?fccid=293b32661d98fa7a&vjs=3,08-27-2022
275, Haryana,Data Scientist,Numero Mobile Pvt Ltd,"Gurgaon, Haryana",> Should have intermediary knowledge of MS Excel. > Good at spoken and written English. > Social Media Knowledge - Since the profile would also include…,No Salary,/company/Numero-Mobile-Pvt-Ltd/jobs/Data-Scientist-13a21c1c390a1f26?fccid=293b32661d98fa7a&vjs=3,08-27-2022
276, Tamil Nadu,Data Scientist,Kovai.co,"Coimbatore, Tamil Nadu",2 + years of experience in undertaking data science projects. Undertake big data analysis by applying statistical and AI/ML algorithms.,No Salary,/rc/clk?jk=706b6ac0392bd26e&fccid=b570b57b7efecd6e&vjs=3,08-23-2022
277, Madhya Pradesh,Machine Learning Engineer,systos placements,"Indore, Madhya Pradesh","A You will be required to develop a holistic understanding of the AI/ML solution you are building, including transferring some of the software engineering best…","₹25,000 - ₹40,000 a month",/company/systos-placements/jobs/Machine-Learning-Engineer-ae57e632c9f40e45?fccid=44cc154f6f957663&vjs=3,08-23-2022
278, Telangana,data science faculty,Roots collegium,"Jubilee Hills, Hyderabad, Telangana",Looking for faculty with minimum 2 years of experience in teaching data science subjects for the undergraduates. Total work: 1 year (Preferred).,No Salary,"/company/Roots-collegium,-Somajiguda/jobs/Data-Science-Faculty-8c9819ae4b4f5538?fccid=c86fd2f9a36c4dc2&vjs=3",08-23-2022
279, Kerala,AI faculty (DATA Science),cougar planet,"Calicut, Kerala","After completion of this course, the students should be able to do Data Analytics jobs in the field. Those who are experienced in this field can apply.","₹11,312 - ₹39,922 a month",/company/cougar-planet/jobs/Ai-Faculty-9c706cd961f0264b?fccid=27bd82fb6ad9f6d1&vjs=3,08-25-2022
280, Karnataka,ML Engineer,Machstatz Business Solutions Private Limited,"Bengaluru, Karnataka","Analyse data for trends and patterns and Interpret data with a clear objective in mind. Devise and utilize algorithms and models to mine big data stores,…","₹3,00,000 - ₹5,00,000 a year",/company/Machstatz-Business-Solutions/jobs/Ml-Engineer-a0a8c32177f86679?fccid=460eeb7e9208801b&vjs=3,08-26-2022
281, Karnataka,ML Engineer,Machstatz Business Solutions Private Limited,"Bengaluru, Karnataka","Analyse data for trends and patterns and Interpret data with a clear objective in mind. Devise and utilize algorithms and models to mine big data stores,…",No Salary,/company/Machstatz-Business-Solutions/jobs/Ml-Engineer-a0a8c32177f86679?fccid=460eeb7e9208801b&vjs=3,08-26-2022
282, Andhra Pradesh,Python and Machine Learning Trainer & Developer,Agmay Technologies Pvt LTd,"Temporarily Remote in Vijayawada, Andhra Pradesh","Be able to train people on how to conduct data extraction, cleansing, modeling and insight generation to drive business results.","₹10,253 - ₹25,000 a month",/company/Epigraph-Enterprises/jobs/Python-Machine-Learning-Trainer-Developer-bd4623fa7f5318f1?fccid=10b1963d0a6bb8e6&vjs=3,08-25-2022
283, Karnataka,Deep Learning Deployment Engineer (Edge AI),Conxai Technologies GmbH,"Bengaluru, Karnataka","The technology will scale in public/private cloud across a rapidly increasing number of customers in multiple geographies, while processing and rendering large…","₹20,00,000 - ₹28,00,000 a year",/rc/clk?jk=0147aa256832ace0&fccid=3223629b914c825f&vjs=3,08-23-2022
284, Haryana,Data Scientist II,Mastercard,"Hybrid remote in Gurgaon, Haryana","Experience in data management, data mining, data analytics, data reporting, data product development and quantitative analysis.",No Salary,/rc/clk?jk=60f51eab73644c64&fccid=10b5c722d846df43&vjs=3,08-22-2022
285, Telangana+1 location,Machine Learning Software Engineer,Apple,"Hyderabad, Telangana+1 location",You will work with various business leaders and executives to help identify viable data mining opportunities and then implement end to end analytical solutions.,No Salary,/rc/clk?jk=468daed2f173f9eb&fccid=c1099851e9794854&vjs=3,08-22-2022
286, Karnataka,Associate Data Scientist,Boomi,"Bengaluru, Karnataka","They must have experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating…",No Salary,/rc/clk?jk=e5ed8edcc6ad3814&fccid=dd09fe3b43125016&vjs=3,08-22-2022
287, Karnataka,Associate Data Scientist,Boomi,"Bengaluru, Karnataka","They must have experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating…",No Salary,/rc/clk?jk=e5ed8edcc6ad3814&fccid=dd09fe3b43125016&vjs=3,08-22-2022
288, Tamil Nadu,Data Scientist II,Caterpillar,"Chennai, Tamil Nadu","Ad-hoc data analysis, data processing, and data visualization. Experience in data analytics, modelling and developing Power BI dashboards.",No Salary,/rc/clk?jk=11424807591c7cbe&fccid=d723225da214c842&vjs=3,08-22-2022
289, Karnataka,"Associate Manager, Data Science",Standard Chartered,"Bengaluru, Karnataka",Ensure data security and data sharing in a secured manner. The role involves extensive data processing and analysis leveraging multiple relevant data sources.,No Salary,/rc/clk?jk=ff65dfa380ad1665&fccid=5249cd8e17163cb5&vjs=3,08-22-2022
290, Karnataka,ML Engineer,Standard Chartered,"Bengaluru, Karnataka",Ensure data security and data sharing in secured way through SharePoint in password protected files. Identifying differences in data distribution that could…,No Salary,/rc/clk?jk=750a87d1736c4ef8&fccid=5249cd8e17163cb5&vjs=3,08-22-2022
291, Telangana,Senior Data Scientist,NEXTracker,"Hyderabad, Telangana","Acquire data from primary or secondary data sources and maintain databases/data systems. Knowledge in analytical method, data manipulation, data visualization…",No Salary,/rc/clk?jk=cf019a3131c4e961&fccid=1b0eee63b8b5a34f&vjs=3,08-22-2022
292, Maharashtra,Lead Data Scientist- Vice President,Morgan Stanley,"Mumbai, Maharashtra",2 -3 years leading data scientists and/or primary ownership of Data products. Hands on lead of a team of data scientists building solutions and products for…,No Salary,/rc/clk?jk=f90a873e86623234&fccid=0c39fb2c91742dcf&vjs=3,08-22-2022
293, Maharashtra,Lead Data Scientist- Vice President,Morgan Stanley,"Mumbai, Maharashtra",2 -3 years leading data scientists and/or primary ownership of Data products. Hands on lead of a team of data scientists building solutions and products for…,No Salary,/rc/clk?jk=f90a873e86623234&fccid=0c39fb2c91742dcf&vjs=3,08-22-2022
294, Karnataka,Senior Software Engineer - Data Science,Qcom,"Bengaluru, Karnataka",Build machine learning models and implements data pipelines to solve complex problems to improve operational efficiency of Qualcomm’s SoC teams.,No Salary,/rc/clk?jk=da9f8a1ef815a798&fccid=d40ebe11fc879426&vjs=3,08-22-2022
295, Telangana,"Deputy Director - Net Revenue Management (Analytics), Hydera...",PepsiCo,"Hyderabad, Telangana",Demonstrated record of thought leadership in applying data-driven models that have had a tangible impact on sales and marketing operations across markets.,No Salary,/rc/clk?jk=776de317ad8eadca&fccid=2973259ddc967948&vjs=3,08-22-2022
296, Haryana,Senior Data Scientist – Data & Analytics,Mastercard,"Hybrid remote in Gurgaon, Haryana","Experience in data management, data mining, data analytics, data reporting, data product development and quantitative analysis.",No Salary,/rc/clk?jk=2fff0e99fdc3b53f&fccid=10b5c722d846df43&vjs=3,08-22-2022
297, Maharashtra,Lead Big Data Engineer,Mastercard,"Hybrid remote in Pune, Maharashtra",Extensive data warehousing/data lake development experience with strong data modeling and data integration experience.,No Salary,/rc/clk?jk=110538d945aaa6eb&fccid=10b5c722d846df43&vjs=3,08-22-2022
298, Karnataka,Senior Software Engineer - Data Science,52 Qualcomm India Private Limited,"Bengaluru, Karnataka",Build machine learning models and implements data pipelines to solve complex problems to improve operational efficiency of Qualcomm’s SoC teams.,No Salary,/rc/clk?jk=e2fe2990ba9abb39&fccid=dd616958bd9ddc12&vjs=3,08-22-2022
299, Karnataka,Senior Software Engineer - Data Science,52 Qualcomm India Private Limited,"Bengaluru, Karnataka",Build machine learning models and implements data pipelines to solve complex problems to improve operational efficiency of Qualcomm’s SoC teams.,No Salary,/rc/clk?jk=e2fe2990ba9abb39&fccid=dd616958bd9ddc12&vjs=3,08-22-2022
300, Karnataka,Senior Big Data Developer-Permanent-(Optum)-Landmark,Orcapod,"Bengaluru, Karnataka","6 to 8 years of work experience in ETL, data warehousing, data modelling, data operations. Excellent systems and data analysis skills.","₹4,00,000 - ₹9,00,000 a year",/rc/clk?jk=e6f601acde3be89c&fccid=005128efbe5cd758&vjs=3,08-22-2022
301, Maharashtra,"HR Analytics Consultant (ANOVA, SQL, Python, NLP)",TD SYNNEX,"Mumbai, Maharashtra",Leverage available data to inform HR strategies and deliver key business objectives. Must be comfortable dealing with imperfections in data from disparate…,No Salary,/rc/clk?jk=cf08cf3cc555a31d&fccid=b74083ea8abf7f46&vjs=3,08-22-2022
302, Karnataka,"Data Scientist - Machine Learning, Deep Learning, NLP",Enterprise Bot,"Bengaluru, Karnataka",The data scientist will be responsible for design and development of deep learning models based on unstructured and Structured Data.,No Salary,/rc/clk?jk=ee34d72c8219939d&fccid=7563ed3e90a67f1d&vjs=3,08-22-2022
303, Karnataka,Lead Data Scientist,Multirecruit,"Bengaluru, Karnataka","Strong in problem solving, algorithms and data structures. Looking for a highly competent and passionate Data Scientist for an existing product.","₹30,00,000 - ₹45,00,000 a year",/company/Multirecruit/jobs/Lead-Data-Scientist-62a94d01d7011c47?fccid=b94c64777ff63d5e&vjs=3,08-22-2022
304, Telangana,Data Science Trainer,Innomatics Research Labs,"Nizampet, Hyderabad, Telangana","Minimum 4+ Years of experience in machine learning & data analytics. Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks,…","₹12,00,000 a year",/company/Innomatics-Research-Labs/jobs/Data-Science-Trainer-c8e4ce7e12ec1b3d?fccid=12c8cee80e07dac8&vjs=3,08-27-2022
305, Telangana,Data Science Trainer,Innomatics Research Labs,"Nizampet, Hyderabad, Telangana","Minimum 4+ Years of experience in machine learning & data analytics. Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks,…",No Salary,/company/Innomatics-Research-Labs/jobs/Data-Science-Trainer-c8e4ce7e12ec1b3d?fccid=12c8cee80e07dac8&vjs=3,08-27-2022
306, Telangana,Lead Data Scientist,Anblicks,"Hyderabad, Telangana","Hands-on experience with any of the data science platforms such as RapidMiner, SAS and IBM. At least 2 years of experience in data science in rolling out…",No Salary,/rc/clk?jk=fdae6b73aa7e6b78&fccid=e0efd5c38293090b&vjs=3,08-22-2022
307, Tamil Nadu,Natural Language Processing Engineer (NLP),Tenacitics Inc,"Remote in Nungambakkam, Chennai, Tamil Nadu","Study and transform data science prototypes. Understanding of NLP techniques for text representation, semantic extraction techniques, data structures and…","₹6,00,000 a year",/company/Tenacitics-India-Pvt-Ltd/jobs/Natural-Language-Processing-Engineer-bfbc4dfbff560a92?fccid=b271c37a58f778db&vjs=3,08-25-2022
308, Kerala,NLP Engineer,Zappyhire,"Kochi, Kerala","Develop predictive modeling, statistics, data mining and other data analysis techniques to collect, explore and extract insights from data.",No Salary,/company/Zappyhire/jobs/Nlp-Engineer-186eaa727c5750a7?fccid=101aa8ae8e2f08ef&vjs=3,08-22-2022
309, Haryana,Deep Learning Intern,Agrex Technologies Private Limited,"Gurgaon, Haryana","Work on development in Python and writing clean code. Work on Python libraries such as OpenCV, Pandas, Numpy, etc. Work on Git version control.","₹15,000 a month",/company/Agrex-Technologies-Private-Limited/jobs/Deep-Learning-Intern-df002554c8644229?fccid=673da65a39066f5a&vjs=3,08-26-2022
310, Karnataka,Data Scientist,ABB,"Bengaluru, Karnataka",Strong experience in finding data patterns and storytelling from disconnected data and business consulting experience will be good.,No Salary,/rc/clk?jk=71cd7e0fac1ab927&fccid=38b4474838e7b7a1&vjs=3,08-19-2022
311, Karnataka,Data Scientist,ABB,"Bengaluru, Karnataka",Strong experience in finding data patterns and storytelling from disconnected data and business consulting experience will be good.,No Salary,/rc/clk?jk=71cd7e0fac1ab927&fccid=38b4474838e7b7a1&vjs=3,08-19-2022
